title_x,author(s)_x,average_rating_x,isbn13,language_code_x,num_pages_x,ratings_count_x,text_reviews_count_x,publication_date_x,publisher_x,title_y,author(s)_y,average_rating_y,language_code_y,num_pages_y,ratings_count_y,text_reviews_count_y,publication_date_y,publisher_y,genres
la emperatriz tras el velo (trilogía taj mahal  #1),indu sundaresan/alberto coscarelli,4.04,9788425337604,spa,382,2,1,4/30/2003,Grijalbo Mondadori Sa,La Emperatriz tras el velo (Trilogía Taj Mahal  #1),Indu Sundaresan/Alberto Coscarelli,4.04,spa,382.0,2.0,1.0,4/30/2003,Grijalbo Mondadori Sa,"['fiction', 'history']"
buddha,karen armstrong,3.89,9780143034360,eng,240,3783,286,9/28/2004,Penguin Books,Buddha,Karen Armstrong,3.89,eng,240.0,3783.0,286.0,9/28/2004,Penguin Books,['buddhism']
islam: a short history,karen armstrong,4.02,9780812966183,eng,230,7660,448,8/6/2002,Modern Library,Islam: A Short History,Karen Armstrong,4.02,eng,230.0,7660.0,448.0,8/6/2002,Modern Library,"['history', 'islam']"
the spiral staircase: my climb out of darkness,karen armstrong,3.99,9780385721271,eng,306,5755,575,2/22/2005,Anchor,The Spiral Staircase: My Climb Out of Darkness,Karen Armstrong,3.99,eng,306.0,5755.0,575.0,2/22/2005,Anchor,"['biography', 'religion', 'faith']"
the battle for god: a history of fundamentalism,karen armstrong,3.93,9780345391698,eng,480,5677,254,1/30/2001,Ballantine Books,The Battle for God: A History of Fundamentalism,Karen Armstrong,3.93,eng,480.0,5677.0,254.0,1/30/2001,Ballantine Books,"['history', 'judaism', 'islam']"
muhammad: a biography of the prophet,karen armstrong,4.15,9780062508867,eng,304,4978,258,9/10/1993,HarperOne,Muhammad: A Biography of the Prophet,Karen Armstrong,4.15,eng,304.0,4978.0,258.0,9/10/1993,HarperOne,"['nonfiction', 'biography', 'islam', 'history']"
the analects of confucius: a philosophical translation,confucius/henry rosemont jr./roger t. ames,3.83,9780345434074,eng,352,180,16,9/7/1999,Ballantine Books,The Analects of Confucius: A Philosophical Translation,Confucius/Henry Rosemont Jr./Roger T. Ames,3.83,eng,352.0,180.0,16.0,9/7/1999,Ballantine Books,['philosophy']
analects,confucius/edward slingerland,3.83,9780872206359,eng,312,115,17,9/15/2003,Hackett Publishing Company  Inc.,Analects,Confucius/Edward Slingerland,3.83,eng,312.0,115.0,17.0,9/15/2003,Hackett Publishing Company  Inc.,['literary criticism']
hiroshima,john hersey,3.97,9780679721031,eng,152,52567,2358,3/4/1989,Vintage,Hiroshima,John Hersey,3.97,eng,152.0,52567.0,2358.0,3/4/1989,Vintage,"['history', 'world war ii', 'japan', 'war']"
the wall,john hersey,4.28,9780394756967,eng,640,1829,57,3/12/1988,Vintage Books,The Wall,John Hersey,4.28,eng,640.0,1829.0,57.0,3/12/1988,Vintage Books,"['fiction', 'history']"
silent spring,rachel carson/linda lear/edward o. wilson,3.97,9780618249060,eng,378,30281,1694,10/22/2002,Mariner Books,Silent Spring,Rachel Carson/Linda Lear/Edward O. Wilson,3.97,eng,378.0,30281.0,1694.0,10/22/2002,Mariner Books,['science']
the house of life: rachel carson at work,paul brooks/rachel carson,3.95,9780395517420,eng,350,10,1,10/18/1989,Mariner Books,The House of Life: Rachel Carson at Work,Paul Brooks/Rachel Carson,3.95,eng,350.0,10.0,1.0,10/18/1989,Mariner Books,"['biography', 'biology']"
under the sea wind (nature classic),rachel carson/bob hines,4.14,9780140253801,eng,320,18,4,4/1/1996,Penguin,Under the Sea Wind (Nature Classic),Rachel Carson/Bob Hines,4.14,eng,320.0,18.0,4.0,4/1/1996,Penguin,"['biology', 'nature']"
black meets white,justine korman fontes/geoff waring,3.5,9780763619336,en-US,24,50,11,7/12/2005,Candlewick Press,Black Meets White,Justine Korman Fontes/Geoff Waring,3.5,en-US,24.0,50.0,11.0,7/12/2005,Candlewick Press,['fiction']
back bay (peter fallon  #1),william martin,3.91,9780446363167,eng,532,1614,173,7/1/1992,Grand Central Publishing,Back Bay (Peter Fallon  #1),William Martin,3.91,eng,532.0,1614.0,173.0,7/1/1992,Grand Central Publishing,"['fiction', 'history']"
letters from the bay of islands: the story of marianne williams,marianne williams/caroline fitzgerald,3.72,9780143019299,eng,270,24,2,1/1/2004,Penguin Books,Letters from the Bay of Islands: The Story of Marianne Williams,Marianne Williams/Caroline Fitzgerald,3.72,eng,270.0,24.0,2.0,1/1/2004,Penguin Books,['history']
"since ""silent spring""",frank  graham,3.78,9780449231418,eng,0,1,0,6/12/1974,Fawcett,"Since ""Silent Spring""",Frank  Graham,3.78,eng,0.0,1.0,0.0,6/12/1974,Fawcett,[]
a civil action,jonathan harr,3.97,9780679772675,eng,512,13628,754,8/27/1996,Vintage,A Civil Action,Jonathan Harr,3.97,eng,512.0,13628.0,754.0,8/27/1996,Vintage,[]
the lost painting,jonathan harr,3.74,9780375759864,en-US,320,24619,765,11/7/2006,Random House Trade Paperbacks,The Lost Painting,Jonathan Harr,3.74,en-US,320.0,24619.0,765.0,11/7/2006,Random House Trade Paperbacks,"['nonfiction', 'art']"
gideon's trumpet: how one man  a poor prisoner  took his case to the supreme court-and changed the law of the united states,anthony  lewis,3.91,9780679723127,eng,288,2264,185,4/23/1989,Vintage,Gideon's Trumpet: How One Man  a Poor Prisoner  Took His Case to the Supreme Court-And Changed the Law of the United States,Anthony  Lewis,3.91,eng,288.0,2264.0,185.0,4/23/1989,Vintage,['united states']
the library of greek mythology,apollodorus/robin hard,3.98,9780192839244,eng,336,1047,34,2/25/1999,Oxford University Press,The Library of Greek Mythology,Apollodorus/Robin Hard,3.98,eng,336.0,1047.0,34.0,2/25/1999,Oxford University Press,"['greek mythology', 'mythology']"
the library 1  books 1-3.9,apollodorus/james george frazer,3.93,9780674991354,mul,464,21,2,1/1/1921,Harvard University Press (Cambridge  MA)/Wm Heinemann Ltd. (London),The Library 1  Books 1-3.9,Apollodorus/James George Frazer,3.93,mul,464.0,21.0,2.0,1/1/1921,Harvard University Press (Cambridge  MA)/Wm Heinemann Ltd. (London),['greek mythology']
the library of apollodorus: gods and heroes of the greeks,apollodorus/selwyn reginald cudjoe/leonard baskin,3.98,9780870232060,eng,311,11,1,9/1/1986,University of Massachusetts Press,The Library of Apollodorus: Gods and Heroes of the Greeks,Apollodorus/Selwyn Reginald Cudjoe/Leonard Baskin,3.98,eng,311.0,11.0,1.0,9/1/1986,University of Massachusetts Press,"['greek mythology', 'religion', 'spirituality']"
apollodorus' library and hyginus' myths: two handbooks of greek mythology,apollodorus/hyginus/r. scott smith/stephen m. trzaskoma,3.98,9780872208209,eng,328,20,2,3/1/2007,Hackett Publ. Co Inc,Apollodorus' Library and Hyginus' Myths: Two Handbooks of Greek Mythology,Apollodorus/Hyginus/R. Scott Smith/Stephen M. Trzaskoma,3.98,eng,328.0,20.0,2.0,3/1/2007,Hackett Publ. Co Inc,['greek mythology']
mythographi graeci 1: apollodori bibliotheca  apollodori epitoma  procli excerpta ex cycli epici carminibus  pediasmi libellus de duodecim herculis...graecorum et romanorum teubneriana,apollodorus/richard wagner,0.0,9783598715433,grc,335,0,0,7/15/1998,K.G. Saur Verlag,Mythographi Graeci 1: Apollodori Bibliotheca  Apollodori epitoma  Procli excerpta ex cycli epici carminibus  Pediasmi libellus de duodecim Herculis...Graecorum et Romanorum Teubneriana,Apollodorus/Richard Wagner,0.0,grc,335.0,0.0,0.0,7/15/1998,K.G. Saur Verlag,[]
theogony / works and days,hesiod/m.l. west,3.75,9780192839411,eng,79,9276,163,5/13/1999,Oxford University Press,Theogony / Works and Days,Hesiod/M.L. West,3.75,eng,79.0,9276.0,163.0,5/13/1999,Oxford University Press,"['poetry', 'agriculture', 'greek mythology']"
the works and days/theogony,hesiod,3.75,9781419188510,eng,48,3,0,6/17/2004,Kessinger Publishing,The Works and Days/Theogony,Hesiod,3.75,eng,48.0,3.0,0.0,6/17/2004,Kessinger Publishing,"['poetry', 'agriculture', 'greek mythology']"
theogony/works and days/shield,hesiod/apostolos n. athanassakis,3.97,9780801879845,eng,192,83,4,6/28/2004,Johns Hopkins University Press,Theogony/Works and Days/Shield,Hesiod/Apostolos N. Athanassakis,3.97,eng,192.0,83.0,4.0,6/28/2004,Johns Hopkins University Press,"['poetry', 'agriculture', 'greek mythology']"
the works and days/theogony/the shield of herakles,hesiod/richmond lattimore,3.97,9780472081615,eng,256,90,8,11/15/1991,University of Michigan Press,The Works and Days/Theogony/The Shield of Herakles,Hesiod/Richmond Lattimore,3.97,eng,256.0,90.0,8.0,11/15/1991,University of Michigan Press,"['agriculture', 'poetry']"
the poems,hesiod/r.m. frazer/mary sue roniger,3.75,9780806118468,eng,160,105,7,5/15/1983,University of Oklahoma Press,The Poems,Hesiod/R.M. Frazer/Mary Sue Roniger,3.75,eng,160.0,105.0,7.0,5/15/1983,University of Oklahoma Press,[]
theogonia  opera et dies  scutum  fragmenta selecta (classical texts),hesiod/friedrich solmsen/reinholdo merkelbach,4.06,9780198140719,eng,282,9,1,9/13/1990,Clarendon Press,Theogonia  Opera et Dies  Scutum  Fragmenta Selecta (Classical Texts),Hesiod/Friedrich Solmsen/Reinholdo Merkelbach,4.06,eng,282.0,9.0,1.0,9/13/1990,Clarendon Press,[]
works of hesiod and the homeric hymns,hesiod/daryl hine,3.73,9780226329659,eng,230,34,4,1/15/2005,University of Chicago Press,Works of Hesiod and the Homeric Hymns,Hesiod/Daryl Hine,3.73,eng,230.0,34.0,4.0,1/15/2005,University of Chicago Press,['poetry']
the georgics of virgil,virgil/david ferry,3.85,9780374530310,eng,224,85,12,5/2/2006,Farrar  Straus & Giroux,The Georgics of Virgil,Virgil/David Ferry,3.85,eng,224.0,85.0,12.0,5/2/2006,Farrar  Straus & Giroux,[]
the death of virgil,hermann broch/jean starr untermeyer,4.19,9780679755487,eng,496,794,65,1/15/1995,Vintage,The Death of Virgil,Hermann Broch/Jean Starr Untermeyer,4.19,eng,496.0,794.0,65.0,1/15/1995,Vintage,"['fiction', 'history']"
the eclogues of virgil,virgil/david ferry,3.91,9780374526962,eng,112,74,12,6/15/2000,Farrar  Straus & Giroux,The Eclogues of Virgil,Virgil/David Ferry,3.91,eng,112.0,74.0,12.0,6/15/2000,Farrar  Straus & Giroux,['poetry']
the art of the personal essay: an anthology from the classical era to the present,phillip lopate,4.19,9780385422987,eng,777,48,4,1/1/1994,Anchor Books,The Art of the Personal Essay: An Anthology from the Classical Era to the Present,Phillip Lopate,4.19,eng,777.0,48.0,4.0,1/1/1994,Anchor Books,[]
waterfront: a walk around manhattan,phillip lopate,3.71,9780385497145,eng,450,254,34,5/10/2005,Anchor,Waterfront: A Walk Around Manhattan,Phillip Lopate,3.71,eng,450.0,254.0,34.0,5/10/2005,Anchor,['travel']
the dc comics encyclopedia,scott beatty/robert greenberger/phil jimenez/daniel  wallace,4.29,9780756605926,eng,352,125,6,10/4/2004,DK Publishing,The DC Comics Encyclopedia,Scott Beatty/Robert Greenberger/Phil Jimenez/Daniel  Wallace,4.29,eng,352.0,125.0,6.0,10/4/2004,DK Publishing,[]
the marvel encyclopedia,tom defalco/peter sanderson/michael teitelbaum/daniel  wallace/tom brevoort/andrew darling,4.37,9780756623586,eng,352,1049,43,10/16/2006,DK,The Marvel Encyclopedia,Tom DeFalco/Peter Sanderson/Michael Teitelbaum/Daniel  Wallace/Tom Brevoort/Andrew Darling,4.37,eng,352.0,1049.0,43.0,10/16/2006,DK,[]
reinventing jesus: how contemporary skeptics miss the real jesus and mislead popular culture,j. ed komoszewski/daniel b. wallace/m. james sawyer,4.2,9780825429828,en-US,347,225,21,5/9/2006,Kregel Publications,Reinventing Jesus: How Contemporary Skeptics Miss the Real Jesus and Mislead Popular Culture,J. Ed Komoszewski/Daniel B. Wallace/M. James Sawyer,4.2,en-US,347.0,225.0,21.0,5/9/2006,Kregel Publications,"['christianity', 'religion', 'fiction']"
the great gatsby,f. scott fitzgerald/matthew j. bruccoli,3.91,9780684801520,eng,216,9844,1050,6/1/1995,Scribner,The Great Gatsby,F. Scott Fitzgerald/Matthew J. Bruccoli,3.91,eng,216.0,9844.0,1050.0,6/1/1995,Scribner,"['fiction', 'love', 'historical', 'drama', 'classics', 'literature']"
daniel deronda,george eliot/earl l. dachslager/george stade,3.84,9781593082901,eng,784,206,47,1/30/2005,Barnes  Noble Classics,Daniel Deronda,George Eliot/Earl L. Dachslager/George Stade,3.84,eng,784.0,206.0,47.0,1/30/2005,Barnes  Noble Classics,"['fiction', 'classic literature', 'literature']"
king leopold's ghost,adam hochschild,4.15,9780618711673,eng,384,102,20,4/1/2006,Mariner Books,King Leopold's Ghost,Adam Hochschild,4.15,eng,384.0,102.0,20.0,4/1/2006,Mariner Books,"['history', 'politics', 'africa']"
the end of days (the earth chronicles  #7),zecharia sitchin,4.08,9780061238239,eng,336,489,36,4/3/2007,William Morrow,The End of Days (The Earth Chronicles  #7),Zecharia Sitchin,4.08,eng,336.0,489.0,36.0,4/3/2007,William Morrow,"['history', 'nonfiction']"
mating in captivity: reconciling the erotic and the domestic,esther perel,4.15,9780060753634,eng,272,10138,994,9/5/2006,Harper,Mating in Captivity: Reconciling the Erotic and the Domestic,Esther Perel,4.15,eng,272.0,10138.0,994.0,9/5/2006,Harper,"['nonfiction', 'psychology']"
the mating mind: how sexual choice shaped the evolution of human nature,geoffrey miller,4.1,9780385495172,eng,528,2144,89,4/17/2001,Anchor Books,The Mating Mind: How Sexual Choice Shaped the Evolution of Human Nature,Geoffrey Miller,4.1,eng,528.0,2144.0,89.0,4/17/2001,Anchor Books,"['brain', 'evolution', 'history']"
the evolution of desire: strategies of human mating,david m. buss,4.08,9780465008025,en-GB,354,1459,78,6/26/2003,Basic Books,The Evolution Of Desire: Strategies of Human Mating,David M. Buss,4.08,en-GB,354.0,1459.0,78.0,6/26/2003,Basic Books,[]
the liberated bride,a.b. yehoshua/hillel halkin,3.77,9780156030168,en-US,576,457,44,10/4/2004,Mariner Books,The Liberated Bride,A.B. Yehoshua/Hillel Halkin,3.77,en-US,576.0,457.0,44.0,10/4/2004,Mariner Books,[]
plan of attack,bob woodward/alice mayhew,3.68,9780743255486,eng,480,4603,121,10/11/2004,Simon & Schuster,Plan of Attack,Bob Woodward/Alice Mayhew,3.68,eng,480.0,4603.0,121.0,10/11/2004,Simon & Schuster,[]
the commanders,bob woodward,3.71,9780743234757,eng,400,527,26,1/1/2002,Simon & Schuster,The Commanders,Bob Woodward,3.71,eng,400.0,527.0,26.0,1/1/2002,Simon & Schuster,[]
veil: the secret wars of the cia 1981-1987,bob woodward,3.67,9780743274036,eng,592,758,48,7/1/2005,Simon & Schuster,Veil: The Secret Wars of the CIA 1981-1987,Bob Woodward,3.67,eng,592.0,758.0,48.0,7/1/2005,Simon & Schuster,"['history', 'united states']"
shadow: five presidents and the legacy of watergate,bob woodward,3.72,9780684852638,eng,608,1035,42,6/6/2000,Simon & Schuster,Shadow: Five Presidents and the Legacy of Watergate,Bob Woodward,3.72,eng,608.0,1035.0,42.0,6/6/2000,Simon & Schuster,"['presidents', 'history']"
the brethren: inside the supreme court,bob woodward/scott armstrong,4.11,9780743274029,eng,592,3841,189,7/1/2005,Simon & Schuster,The Brethren: Inside the Supreme Court,Bob Woodward/Scott Armstrong,4.11,eng,592.0,3841.0,189.0,7/1/2005,Simon & Schuster,['united states']
katy and the big snow (book & cassette),virginia lee burton,4.24,9780395959916,eng,40,0,0,8/30/1999,Houghton Mifflin Harcourt,Katy and the Big Snow (Book & Cassette),Virginia Lee Burton,4.24,eng,40.0,0.0,0.0,8/30/1999,Houghton Mifflin Harcourt,['fiction']
left behind (left behind  #1),tim lahaye/jerry b. jenkins,3.83,9780842342704,eng,342,189090,3293,9/1/2000,Tyndale House Publishers,Left Behind (Left Behind  #1),Tim LaHaye/Jerry B. Jenkins,3.83,eng,342.0,189090.0,3293.0,9/1/2000,Tyndale House Publishers,['fiction']
armageddon: the cosmic battle of the ages (left behind  #11),tim lahaye/jerry b. jenkins,4.03,9780842332361,eng,395,15869,248,11/18/2003,Tyndale House Publishers,Armageddon: The Cosmic Battle of the Ages (Left Behind  #11),Tim LaHaye/Jerry B. Jenkins,4.03,eng,395.0,15869.0,248.0,11/18/2003,Tyndale House Publishers,"['fiction', 'christian fiction', 'suspense']"
desecration (left behind  #9),tim lahaye/jerry b. jenkins,4.01,9780842332293,eng,432,21603,261,5/20/2002,Tyndale House Publishers,Desecration (Left Behind  #9),Tim LaHaye/Jerry B. Jenkins,4.01,eng,432.0,21603.0,261.0,5/20/2002,Tyndale House Publishers,"['adventure', 'suspense', 'thriller', 'christian fiction', 'fiction']"
nicolae (left behind  #3),tim lahaye/jerry b. jenkins,3.96,9780786224692,eng,530,30129,566,12/3/2005,Thorndike Press,Nicolae (Left Behind  #3),Tim LaHaye/Jerry B. Jenkins,3.96,eng,530.0,30129.0,566.0,12/3/2005,Thorndike Press,"['fiction', 'adventure', 'christian fiction', 'suspense', 'science fiction']"
banker to the poor: micro-lending and the battle against world poverty,muhammad yunus/alan jolis,4.09,9781586481988,eng,289,7776,737,10/16/2003,PublicAffairs,Banker to the Poor: Micro-Lending and the Battle Against World Poverty,Muhammad Yunus/Alan Jolis,4.09,eng,289.0,7776.0,737.0,10/16/2003,PublicAffairs,"['biography', 'history']"
working with emotional intelligence,daniel goleman,3.81,9780553378580,eng,400,3265,187,1/4/2000,Bantam,Working with Emotional Intelligence,Daniel Goleman,3.81,eng,400.0,3265.0,187.0,1/4/2000,Bantam,"['management', 'business', 'nonfiction', 'psychology', 'personal development']"
on intelligence,jeff hawkins/sandra blakeslee,4.12,9780805078534,eng,261,5347,396,8/1/2005,St. Martin's Griffin,On Intelligence,Jeff Hawkins/Sandra Blakeslee,4.12,eng,261.0,5347.0,396.0,8/1/2005,St. Martin's Griffin,"['brain', 'artificial intelligence', 'nonfiction']"
the emotional intelligence quick book: everything you need to know to put your eq to work,travis bradberry/jean greaves/patrick lencioni,3.52,9780743273268,en-US,185,708,68,6/7/2005,Touchstone,The Emotional Intelligence Quick Book: Everything You Need to Know to Put Your EQ to Work,Travis Bradberry/Jean Greaves/Patrick Lencioni,3.52,en-US,185.0,708.0,68.0,6/7/2005,Touchstone,[]
financial intelligence: a manager's guide to knowing what the numbers really mean,karen berman/joe knight/john  case,4.12,9781591397649,eng,272,1870,92,1/1/2006,Harvard Business Review Press,Financial Intelligence: A Manager's Guide to Knowing What the Numbers Really Mean,Karen Berman/Joe Knight/John  Case,4.12,eng,272.0,1870.0,92.0,1/1/2006,Harvard Business Review Press,['finance']
artificial intelligence: a modern approach,stuart russell/peter norvig,4.17,9780137903955,eng,1132,2689,79,12/20/2002,Prentice Hall,Artificial Intelligence: A Modern Approach,Stuart Russell/Peter Norvig,4.17,eng,1132.0,2689.0,79.0,12/20/2002,Prentice Hall,"['nonfiction', 'artificial intelligence']"
"most likely to succeed at work: how work is just like high school -- crib notes for getting along and getting ahead amidst bullies  teachers' pets  cheerleaders  and other members of the ""class""",wilma davidson/jack   dougherty,3.45,9780312317089,eng,224,11,1,6/5/2003,St. Martin's Press,"Most Likely to Succeed at Work: How Work Is Just Like High School -- Crib Notes for Getting Along and Getting Ahead Amidst Bullies  Teachers' Pets  Cheerleaders  and Other Members of the ""Class""",Wilma Davidson/Jack   Dougherty,3.45,eng,224.0,11.0,1.0,6/5/2003,St. Martin's Press,[]
walking with the wind: a memoir of the movement,john             lewis/michael d'orso,4.49,9780156007085,en-US,496,2052,253,10/18/1999,Mariner Books,Walking with the Wind: A Memoir of the Movement,John             Lewis/Michael D'Orso,4.49,en-US,496.0,2052.0,253.0,10/18/1999,Mariner Books,"['united states', 'history', 'biography']"
jackie after jack: portrait of the lady,christopher andersen/christopher andersen,3.95,9780446607438,eng,592,373,27,3/1/1999,Grand Central Publishing,Jackie After Jack: Portrait of the Lady,Christopher Andersen/Christopher Andersen,3.95,eng,592.0,373.0,27.0,3/1/1999,Grand Central Publishing,['biography']
to battle the gods (jalav  amazon warrior  #5),sharon green,4.07,9780886771287,eng,446,87,1,5/6/1986,DAW,To Battle the Gods (Jalav  Amazon Warrior  #5),Sharon Green,4.07,eng,446.0,87.0,1.0,5/6/1986,DAW,[]
a tale of love and darkness,amos oz/nicholas de lange,4.22,9780156032520,eng,560,5325,520,11/1/2005,Harvest / Harcourt,A Tale of Love and Darkness,Amos Oz/Nicholas de Lange,4.22,eng,560.0,5325.0,520.0,11/1/2005,Harvest / Harcourt,"['biography', 'history']"
